r(m), E_r(T), E_theta(T), E_z(T) 
8.32500e-01, 3.19084e+09, -3.91894e+09, 2.99642e-14 
8.35000e-01, 3.18420e+09, -3.91639e+09, 3.00361e-14 
8.37500e-01, 3.17755e+09, -3.91383e+09, 3.01079e-14 
8.40000e-01, 3.17088e+09, -3.91127e+09, 3.01795e-14 
8.42500e-01, 3.16419e+09, -3.90870e+09, 3.02509e-14 
8.45000e-01, 3.15749e+09, -3.90613e+09, 3.03222e-14 
8.47500e-01, 3.15078e+09, -3.90355e+09, 3.03933e-14 
8.50000e-01, 3.14405e+09, -3.90096e+09, 3.04643e-14 
8.52500e-01, 3.13730e+09, -3.89837e+09, 3.05351e-14 
8.55000e-01, 3.13054e+09, -3.89577e+09, 3.06058e-14 
8.57500e-01, 3.12376e+09, -3.89316e+09, 3.06763e-14 
8.60000e-01, 3.11697e+09, -3.89054e+09, 3.07466e-14 
8.62500e-01, 3.11016e+09, -3.88792e+09, 3.08168e-14 
8.65000e-01, 3.10334e+09, -3.88530e+09, 3.08868e-14 
8.67500e-01, 3.09650e+09, -3.88266e+09, 3.09567e-14 
8.70000e-01, 3.08965e+09, -3.88003e+09, 3.10264e-14 
8.72500e-01, 3.08278e+09, -3.87738e+09, 3.10959e-14 
8.75000e-01, 3.07590e+09, -3.87473e+09, 3.11653e-14 
8.77500e-01, 3.06900e+09, -3.87207e+09, 3.12345e-14 
8.80000e-01, 3.06209e+09, -3.86940e+09, 3.13036e-14 
8.82500e-01, 3.05517e+09, -3.86673e+09, 3.13725e-14 
8.85000e-01, 3.04823e+09, -3.86405e+09, 3.14412e-14 
8.87500e-01, 3.04127e+09, -3.86137e+09, 3.15098e-14 
8.90000e-01, 3.03430e+09, -3.85868e+09, 3.15782e-14 
8.92500e-01, 3.02732e+09, -3.85598e+09, 3.16464e-14 
8.95000e-01, 3.02032e+09, -3.85328e+09, 3.17145e-14 
8.97500e-01, 3.01330e+09, -3.85057e+09, 3.17824e-14 
9.00000e-01, 3.00627e+09, -3.84785e+09, 3.18502e-14 
9.02500e-01, 2.99923e+09, -3.84513e+09, 3.19178e-14 
9.05000e-01, 2.99218e+09, -3.84240e+09, 3.19852e-14 
9.07500e-01, 2.98510e+09, -3.83967e+09, 3.20525e-14 
9.10000e-01, 2.97802e+09, -3.83693e+09, 3.21196e-14 
9.12500e-01, 2.97092e+09, -3.83418e+09, 3.21865e-14 
9.15000e-01, 2.96380e+09, -3.83142e+09, 3.22533e-14 
9.17500e-01, 2.95668e+09, -3.82866e+09, 3.23199e-14 
9.20000e-01, 2.94953e+09, -3.82590e+09, 3.23863e-14 
9.22500e-01, 2.94238e+09, -3.82313e+09, 3.24526e-14 
9.25000e-01, 2.93521e+09, -3.82035e+09, 3.25187e-14 
9.27500e-01, 2.92802e+09, -3.81756e+09, 3.25846e-14 
9.30000e-01, 2.92082e+09, -3.81477e+09, 3.26504e-14 
9.32500e-01, 2.91361e+09, -3.81197e+09, 3.27159e-14 
9.35000e-01, 2.90638e+09, -3.80917e+09, 3.27814e-14 
9.37500e-01, 2.89914e+09, -3.80636e+09, 3.28466e-14 
9.40000e-01, 2.89189e+09, -3.80355e+09, 3.29117e-14 
9.42500e-01, 2.88462e+09, -3.80072e+09, 3.29766e-14 
9.45000e-01, 2.87734e+09, -3.79790e+09, 3.30414e-14 
9.47500e-01, 2.87005e+09, -3.79506e+09, 3.31059e-14 
9.50000e-01, 2.86274e+09, -3.79222e+09, 3.31704e-14 
9.52500e-01, 2.85541e+09, -3.78938e+09, 3.32346e-14 
9.55000e-01, 2.84808e+09, -3.78652e+09, 3.32986e-14 
9.57500e-01, 2.84073e+09, -3.78366e+09, 3.33625e-14 
9.60000e-01, 2.83337e+09, -3.78080e+09, 3.34263e-14 
9.62500e-01, 2.82599e+09, -3.77793e+09, 3.34898e-14 
