r(m), B_r(T), B_theta(T), B_z(T) 
6.55000e-01, 1.12972e+00, 9.64833e-01, -8.54197e-01 
6.57500e-01, 1.12901e+00, 9.62924e-01, -8.56949e-01 
6.60000e-01, 1.12829e+00, 9.61009e-01, -8.59696e-01 
6.62500e-01, 1.12758e+00, 9.59088e-01, -8.62437e-01 
6.65000e-01, 1.12686e+00, 9.57162e-01, -8.65173e-01 
6.67500e-01, 1.12613e+00, 9.55229e-01, -8.67902e-01 
6.70000e-01, 1.12541e+00, 9.53290e-01, -8.70627e-01 
6.72500e-01, 1.12468e+00, 9.51346e-01, -8.73345e-01 
6.75000e-01, 1.12395e+00, 9.49395e-01, -8.76058e-01 
6.77500e-01, 1.12322e+00, 9.47439e-01, -8.78765e-01 
6.80000e-01, 1.12249e+00, 9.45477e-01, -8.81466e-01 
6.82500e-01, 1.12175e+00, 9.43509e-01, -8.84162e-01 
6.85000e-01, 1.12101e+00, 9.41535e-01, -8.86851e-01 
6.87500e-01, 1.12027e+00, 9.39555e-01, -8.89535e-01 
6.90000e-01, 1.11953e+00, 9.37569e-01, -8.92213e-01 
6.92500e-01, 1.11878e+00, 9.35578e-01, -8.94886e-01 
6.95000e-01, 1.11803e+00, 9.33580e-01, -8.97552e-01 
6.97500e-01, 1.11728e+00, 9.31577e-01, -9.00213e-01 
7.00000e-01, 1.11653e+00, 9.29568e-01, -9.02867e-01 
7.02500e-01, 1.11577e+00, 9.27554e-01, -9.05516e-01 
7.05000e-01, 1.11502e+00, 9.25533e-01, -9.08159e-01 
7.07500e-01, 1.11426e+00, 9.23507e-01, -9.10796e-01 
7.10000e-01, 1.11349e+00, 9.21475e-01, -9.13427e-01 
7.12500e-01, 1.11273e+00, 9.19438e-01, -9.16052e-01 
7.15000e-01, 1.11196e+00, 9.17394e-01, -9.18671e-01 
7.17500e-01, 1.11119e+00, 9.15345e-01, -9.21284e-01 
7.20000e-01, 1.11042e+00, 9.13291e-01, -9.23891e-01 
7.22500e-01, 1.10965e+00, 9.11231e-01, -9.26492e-01 
