r(m), E_r(T), E_theta(T), E_z(T) 
8.95000e-01, 1.35101e+09, -1.67473e+09, 3.14691e-14 
8.97500e-01, 1.34806e+09, -1.67344e+09, 3.15367e-14 
9.00000e-01, 1.34509e+09, -1.67216e+09, 3.16041e-14 
9.02500e-01, 1.34212e+09, -1.67087e+09, 3.16713e-14 
9.05000e-01, 1.33915e+09, -1.66958e+09, 3.17384e-14 
9.07500e-01, 1.33617e+09, -1.66828e+09, 3.18053e-14 
9.10000e-01, 1.33318e+09, -1.66699e+09, 3.18721e-14 
9.12500e-01, 1.33019e+09, -1.66569e+09, 3.19387e-14 
9.15000e-01, 1.32719e+09, -1.66438e+09, 3.20051e-14 
9.17500e-01, 1.32418e+09, -1.66308e+09, 3.20714e-14 
9.20000e-01, 1.32117e+09, -1.66177e+09, 3.21375e-14 
9.22500e-01, 1.31816e+09, -1.66045e+09, 3.22035e-14 
9.25000e-01, 1.31513e+09, -1.65914e+09, 3.22692e-14 
9.27500e-01, 1.31210e+09, -1.65782e+09, 3.23349e-14 
9.30000e-01, 1.30907e+09, -1.65650e+09, 3.24003e-14 
9.32500e-01, 1.30603e+09, -1.65518e+09, 3.24656e-14 
9.35000e-01, 1.30298e+09, -1.65385e+09, 3.25307e-14 
9.37500e-01, 1.29993e+09, -1.65252e+09, 3.25957e-14 
9.40000e-01, 1.29687e+09, -1.65119e+09, 3.26605e-14 
9.42500e-01, 1.29381e+09, -1.64986e+09, 3.27251e-14 
9.45000e-01, 1.29074e+09, -1.64852e+09, 3.27895e-14 
9.47500e-01, 1.28766e+09, -1.64718e+09, 3.28538e-14 
9.50000e-01, 1.28458e+09, -1.64583e+09, 3.29179e-14 
9.52500e-01, 1.28149e+09, -1.64449e+09, 3.29819e-14 
9.55000e-01, 1.27840e+09, -1.64314e+09, 3.30456e-14 
9.57500e-01, 1.27530e+09, -1.64179e+09, 3.31093e-14 
9.60000e-01, 1.27219e+09, -1.64043e+09, 3.31727e-14 
