r(m), B_r(T), B_theta(T), B_z(T) 
4.40000e-01, 1.51883e+00, 1.49746e+00, -3.61522e-01 
4.42500e-01, 1.51824e+00, 1.49663e+00, -3.63491e-01 
4.45000e-01, 1.51764e+00, 1.49579e+00, -3.65459e-01 
4.47500e-01, 1.51704e+00, 1.49495e+00, -3.67426e-01 
4.50000e-01, 1.51644e+00, 1.49411e+00, -3.69391e-01 
4.52500e-01, 1.51584e+00, 1.49326e+00, -3.71355e-01 
4.55000e-01, 1.51523e+00, 1.49240e+00, -3.73317e-01 
4.57500e-01, 1.51462e+00, 1.49154e+00, -3.75278e-01 
4.60000e-01, 1.51400e+00, 1.49068e+00, -3.77237e-01 
4.62500e-01, 1.51339e+00, 1.48981e+00, -3.79195e-01 
4.65000e-01, 1.51276e+00, 1.48894e+00, -3.81151e-01 
4.67500e-01, 1.51214e+00, 1.48806e+00, -3.83106e-01 
4.70000e-01, 1.51151e+00, 1.48718e+00, -3.85059e-01 
4.72500e-01, 1.51088e+00, 1.48629e+00, -3.87011e-01 
4.75000e-01, 1.51025e+00, 1.48540e+00, -3.88962e-01 
4.77500e-01, 1.50961e+00, 1.48451e+00, -3.90910e-01 
4.80000e-01, 1.50897e+00, 1.48361e+00, -3.92858e-01 
4.82500e-01, 1.50833e+00, 1.48270e+00, -3.94803e-01 
4.85000e-01, 1.50768e+00, 1.48180e+00, -3.96748e-01 
4.87500e-01, 1.50703e+00, 1.48088e+00, -3.98690e-01 
4.90000e-01, 1.50638e+00, 1.47997e+00, -4.00631e-01 
4.92500e-01, 1.50572e+00, 1.47904e+00, -4.02571e-01 
4.95000e-01, 1.50506e+00, 1.47812e+00, -4.04509e-01 
4.97500e-01, 1.50440e+00, 1.47719e+00, -4.06445e-01 
5.00000e-01, 1.50374e+00, 1.47625e+00, -4.08380e-01 
5.02500e-01, 1.50307e+00, 1.47531e+00, -4.10313e-01 
5.05000e-01, 1.50240e+00, 1.47437e+00, -4.12244e-01 
5.07500e-01, 1.50172e+00, 1.47342e+00, -4.14174e-01 
5.10000e-01, 1.50104e+00, 1.47247e+00, -4.16103e-01 
5.12500e-01, 1.50036e+00, 1.47151e+00, -4.18029e-01 
5.15000e-01, 1.49968e+00, 1.47055e+00, -4.19954e-01 
5.17500e-01, 1.49899e+00, 1.46959e+00, -4.21878e-01 
5.20000e-01, 1.49830e+00, 1.46862e+00, -4.23799e-01 
5.22500e-01, 1.49761e+00, 1.46764e+00, -4.25719e-01 
5.25000e-01, 1.49691e+00, 1.46666e+00, -4.27638e-01 
5.27500e-01, 1.49621e+00, 1.46568e+00, -4.29555e-01 
5.30000e-01, 1.49550e+00, 1.46469e+00, -4.31470e-01 
5.32500e-01, 1.49480e+00, 1.46370e+00, -4.33383e-01 
5.35000e-01, 1.49409e+00, 1.46270e+00, -4.35295e-01 
5.37500e-01, 1.49338e+00, 1.46170e+00, -4.37205e-01 
5.40000e-01, 1.49266e+00, 1.46070e+00, -4.39113e-01 
5.42500e-01, 1.49194e+00, 1.45969e+00, -4.41019e-01 
5.45000e-01, 1.49122e+00, 1.45867e+00, -4.42924e-01 
5.47500e-01, 1.49049e+00, 1.45765e+00, -4.44827e-01 
5.50000e-01, 1.48976e+00, 1.45663e+00, -4.46728e-01 
5.52500e-01, 1.48903e+00, 1.45560e+00, -4.48628e-01 
5.55000e-01, 1.48830e+00, 1.45457e+00, -4.50526e-01 
5.57500e-01, 1.48756e+00, 1.45354e+00, -4.52422e-01 
5.60000e-01, 1.48682e+00, 1.45250e+00, -4.54316e-01 
5.62500e-01, 1.48608e+00, 1.45145e+00, -4.56209e-01 
5.65000e-01, 1.48533e+00, 1.45040e+00, -4.58099e-01 
5.67500e-01, 1.48458e+00, 1.44935e+00, -4.59988e-01 
5.70000e-01, 1.48382e+00, 1.44829e+00, -4.61875e-01 
5.72500e-01, 1.48307e+00, 1.44723e+00, -4.63761e-01 
5.75000e-01, 1.48231e+00, 1.44617e+00, -4.65644e-01 
5.77500e-01, 1.48155e+00, 1.44510e+00, -4.67526e-01 
5.80000e-01, 1.48078e+00, 1.44402e+00, -4.69405e-01 
5.82500e-01, 1.48001e+00, 1.44294e+00, -4.71283e-01 
5.85000e-01, 1.47924e+00, 1.44186e+00, -4.73160e-01 
5.87500e-01, 1.47846e+00, 1.44077e+00, -4.75034e-01 
